"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"85+ years","85+","North Dakota","38","2004","2004","Male","M",33,4866,678.2
,"85+ years","85+","North Dakota","38","2005","2005","Female","F",72,10684,673.9
,"85+ years","85+","North Dakota","38","2005","2005","Male","M",34,4850,701.0
,"85+ years","85+","North Dakota","38","2006","2006","Female","F",79,10930,722.8
,"85+ years","85+","North Dakota","38","2006","2006","Male","M",27,4963,544.0
,"85+ years","85+","North Dakota","38","2007","2007","Female","F",74,10950,675.8
,"85+ years","85+","North Dakota","38","2007","2007","Male","M",24,5117,469.0
,"85+ years","85+","North Dakota","38","2008","2008","Female","F",78,11027,707.4
,"85+ years","85+","North Dakota","38","2008","2008","Male","M",31,5182,598.2
,"85+ years","85+","North Dakota","38","2009","2009","Female","F",73,11060,660.0
,"85+ years","85+","North Dakota","38","2009","2009","Male","M",37,5302,697.8
,"85+ years","85+","North Dakota","38","2010","2010","Female","F",96,11237,854.3
,"85+ years","85+","North Dakota","38","2010","2010","Male","M",47,5451,862.2
,"85+ years","85+","North Dakota","38","2011","2011","Female","F",88,11499,765.3
,"85+ years","85+","North Dakota","38","2011","2011","Male","M",29,5717,507.3
,"85+ years","85+","North Dakota","38","2012","2012","Female","F",102,11542,883.7
,"85+ years","85+","North Dakota","38","2012","2012","Male","M",31,5788,535.6
,"85+ years","85+","North Dakota","38","2013","2013","Female","F",91,11696,778.0
,"85+ years","85+","North Dakota","38","2013","2013","Male","M",36,5984,601.6
,"85+ years","85+","North Dakota","38","2014","2014","Female","F",119,11911,999.1
,"85+ years","85+","North Dakota","38","2014","2014","Male","M",48,6048,793.7
,"85+ years","85+","North Dakota","38","2015","2015","Female","F",83,11884,698.4
,"85+ years","85+","North Dakota","38","2015","2015","Male","M",43,6202,693.3
,"85+ years","85+","North Dakota","38","2016","2016","Female","F",94,11882,791.1
,"85+ years","85+","North Dakota","38","2016","2016","Male","M",53,6265,846.0
,"85+ years","85+","North Dakota","38","2017","2017","Female","F",96,12269,782.5
,"85+ years","85+","North Dakota","38","2017","2017","Male","M",56,6380,877.7
,"85+ years","85+","North Dakota","38","2018","2018","Female","F",92,12300,748.0
,"85+ years","85+","North Dakota","38","2018","2018","Male","M",52,6496,800.5
,"85+ years","85+","North Dakota","38","2019","2019","Female","F",109,12294,886.6
,"85+ years","85+","North Dakota","38","2019","2019","Male","M",58,6519,889.7
,"85+ years","85+","North Dakota","38","2020","2020","Female","F",105,12123,866.1
,"85+ years","85+","North Dakota","38","2020","2020","Male","M",43,6510,660.5
,"85+ years","85+","Ohio","39","1999","1999","Female","F",1056,126825,832.6
,"85+ years","85+","Ohio","39","1999","1999","Male","M",350,46982,745.0
,"85+ years","85+","Ohio","39","2000","2000","Female","F",1169,128624,908.9
,"85+ years","85+","Ohio","39","2000","2000","Male","M",395,48172,820.0
,"85+ years","85+","Ohio","39","2001","2001","Female","F",1211,130346,929.1
,"85+ years","85+","Ohio","39","2001","2001","Male","M",422,49695,849.2
,"85+ years","85+","Ohio","39","2002","2002","Female","F",1066,131745,809.1
,"85+ years","85+","Ohio","39","2002","2002","Male","M",389,51240,759.2
,"85+ years","85+","Ohio","39","2003","2003","Female","F",1141,134406,848.9
,"85+ years","85+","Ohio","39","2003","2003","Male","M",438,53634,816.6
,"85+ years","85+","Ohio","39","2004","2004","Female","F",1128,135645,831.6
,"85+ years","85+","Ohio","39","2004","2004","Male","M",447,55533,804.9
,"85+ years","85+","Ohio","39","2005","2005","Female","F",1013,138507,731.4
,"85+ years","85+","Ohio","39","2005","2005","Male","M",433,58019,746.3
,"85+ years","85+","Ohio","39","2006","2006","Female","F",997,143271,695.9
,"85+ years","85+","Ohio","39","2006","2006","Male","M",399,61197,652.0
,"85+ years","85+","Ohio","39","2007","2007","Female","F",830,147858,561.3
,"85+ years","85+","Ohio","39","2007","2007","Male","M",358,64402,555.9
,"85+ years","85+","Ohio","39","2008","2008","Female","F",970,151356,640.9
,"85+ years","85+","Ohio","39","2008","2008","Male","M",385,67296,572.1
,"85+ years","85+","Ohio","39","2009","2009","Female","F",985,155271,634.4
,"85+ years","85+","Ohio","39","2009","2009","Male","M",406,70247,578.0
,"85+ years","85+","Ohio","39","2010","2010","Female","F",1057,158083,668.6
,"85+ years","85+","Ohio","39","2010","2010","Male","M",480,72346,663.5
,"85+ years","85+","Ohio","39","2011","2011","Female","F",1081,162763,664.2
,"85+ years","85+","Ohio","39","2011","2011","Male","M",480,76311,629.0
,"85+ years","85+","Ohio","39","2012","2012","Female","F",1129,164740,685.3
,"85+ years","85+","Ohio","39","2012","2012","Male","M",535,78773,679.2
,"85+ years","85+","Ohio","39","2013","2013","Female","F",1260,166953,754.7
,"85+ years","85+","Ohio","39","2013","2013","Male","M",658,81547,806.9
,"85+ years","85+","Ohio","39","2014","2014","Female","F",1327,167645,791.6
,"85+ years","85+","Ohio","39","2014","2014","Male","M",654,83284,785.3
,"85+ years","85+","Ohio","39","2015","2015","Female","F",1483,168221,881.6
,"85+ years","85+","Ohio","39","2015","2015","Male","M",765,84799,902.1
,"85+ years","85+","Ohio","39","2016","2016","Female","F",1589,168262,944.4
,"85+ years","85+","Ohio","39","2016","2016","Male","M",894,85885,1040.9
,"85+ years","85+","Ohio","39","2017","2017","Female","F",1660,169211,981.0
,"85+ years","85+","Ohio","39","2017","2017","Male","M",845,87219,968.8
,"85+ years","85+","Ohio","39","2018","2018","Female","F",1822,168602,1080.7
,"85+ years","85+","Ohio","39","2018","2018","Male","M",1054,87735,1201.3
,"85+ years","85+","Ohio","39","2019","2019","Female","F",1805,167534,1077.4
,"85+ years","85+","Ohio","39","2019","2019","Male","M",1042,88738,1174.2
,"85+ years","85+","Ohio","39","2020","2020","Female","F",1796,166703,1077.4
,"85+ years","85+","Ohio","39","2020","2020","Male","M",1050,88907,1181.0
,"85+ years","85+","Oklahoma","40","1999","1999","Female","F",518,41141,1259.1
,"85+ years","85+","Oklahoma","40","1999","1999","Male","M",161,15754,1022.0
,"85+ years","85+","Oklahoma","40","2000","2000","Female","F",558,41269,1352.1
,"85+ years","85+","Oklahoma","40","2000","2000","Male","M",179,15906,1125.4
,"85+ years","85+","Oklahoma","40","2001","2001","Female","F",526,40450,1300.4
,"85+ years","85+","Oklahoma","40","2001","2001","Male","M",187,15748,1187.5
,"85+ years","85+","Oklahoma","40","2002","2002","Female","F",523,39689,1317.7
,"85+ years","85+","Oklahoma","40","2002","2002","Male","M",181,15746,1149.5
,"85+ years","85+","Oklahoma","40","2003","2003","Female","F",497,39096,1271.2
,"85+ years","85+","Oklahoma","40","2003","2003","Male","M",165,16262,1014.6
,"85+ years","85+","Oklahoma","40","2004","2004","Female","F",467,38674,1207.5
,"85+ years","85+","Oklahoma","40","2004","2004","Male","M",154,16461,935.5
,"85+ years","85+","Oklahoma","40","2005","2005","Female","F",471,38911,1210.5
,"85+ years","85+","Oklahoma","40","2005","2005","Male","M",175,16836,1039.4
,"85+ years","85+","Oklahoma","40","2006","2006","Female","F",516,39597,1303.1
,"85+ years","85+","Oklahoma","40","2006","2006","Male","M",206,17681,1165.1
,"85+ years","85+","Oklahoma","40","2007","2007","Female","F",501,39992,1252.8
,"85+ years","85+","Oklahoma","40","2007","2007","Male","M",232,18430,1258.8
,"85+ years","85+","Oklahoma","40","2008","2008","Female","F",514,40537,1268.0
,"85+ years","85+","Oklahoma","40","2008","2008","Male","M",215,19073,1127.2
,"85+ years","85+","Oklahoma","40","2009","2009","Female","F",461,41210,1118.7
,"85+ years","85+","Oklahoma","40","2009","2009","Male","M",244,19958,1222.6
,"85+ years","85+","Oklahoma","40","2010","2010","Female","F",502,41486,1210.0
,"85+ years","85+","Oklahoma","40","2010","2010","Male","M",216,20426,1057.5
,"85+ years","85+","Oklahoma","40","2011","2011","Female","F",386,42726,903.4
,"85+ years","85+","Oklahoma","40","2011","2011","Male","M",189,21671,872.1
,"85+ years","85+","Oklahoma","40","2012","2012","Female","F",360,43222,832.9
,"85+ years","85+","Oklahoma","40","2012","2012","Male","M",175,22338,783.4
,"85+ years","85+","Oklahoma","40","2013","2013","Female","F",371,43775,847.5
,"85+ years","85+","Oklahoma","40","2013","2013","Male","M",205,23184,884.2
,"85+ years","85+","Oklahoma","40","2014","2014","Female","F",413,44186,934.7
,"85+ years","85+","Oklahoma","40","2014","2014","Male","M",203,23906,849.2
,"85+ years","85+","Oklahoma","40","2015","2015","Female","F",438,44886,975.8
,"85+ years","85+","Oklahoma","40","2015","2015","Male","M",213,24563,867.2
,"85+ years","85+","Oklahoma","40","2016","2016","Female","F",428,45373,943.3
,"85+ years","85+","Oklahoma","40","2016","2016","Male","M",195,25197,773.9
,"85+ years","85+","Oklahoma","40","2017","2017","Female","F",486,45701,1063.4
,"85+ years","85+","Oklahoma","40","2017","2017","Male","M",238,25666,927.3
,"85+ years","85+","Oklahoma","40","2018","2018","Female","F",509,46617,1091.9
,"85+ years","85+","Oklahoma","40","2018","2018","Male","M",267,26579,1004.6
,"85+ years","85+","Oklahoma","40","2019","2019","Female","F",520,46930,1108.0
,"85+ years","85+","Oklahoma","40","2019","2019","Male","M",286,27233,1050.2
,"85+ years","85+","Oklahoma","40","2020","2020","Female","F",592,47315,1251.2
,"85+ years","85+","Oklahoma","40","2020","2020","Male","M",327,27672,1181.7
,"85+ years","85+","Oregon","41","1999","1999","Female","F",379,38550,983.1
,"85+ years","85+","Oregon","41","1999","1999","Male","M",146,17635,827.9
,"85+ years","85+","Oregon","41","2000","2000","Female","F",415,39188,1059.0
,"85+ years","85+","Oregon","41","2000","2000","Male","M",159,18243,871.6
,"85+ years","85+","Oregon","41","2001","2001","Female","F",399,40274,990.7
,"85+ years","85+","Oregon","41","2001","2001","Male","M",155,18954,817.8
,"85+ years","85+","Oregon","41","2002","2002","Female","F",412,41168,1000.8
,"85+ years","85+","Oregon","41","2002","2002","Male","M",174,19332,900.1
,"85+ years","85+","Oregon","41","2003","2003","Female","F",413,42126,980.4
,"85+ years","85+","Oregon","41","2003","2003","Male","M",172,20296,847.5
,"85+ years","85+","Oregon","41","2004","2004","Female","F",363,43118,841.9
,"85+ years","85+","Oregon","41","2004","2004","Male","M",173,21041,822.2
,"85+ years","85+","Oregon","41","2005","2005","Female","F",438,44194,991.1
,"85+ years","85+","Oregon","41","2005","2005","Male","M",201,21941,916.1
,"85+ years","85+","Oregon","41","2006","2006","Female","F",410,45820,894.8
,"85+ years","85+","Oregon","41","2006","2006","Male","M",227,23237,976.9
,"85+ years","85+","Oregon","41","2007","2007","Female","F",368,47392,776.5
,"85+ years","85+","Oregon","41","2007","2007","Male","M",174,24215,718.6
,"85+ years","85+","Oregon","41","2008","2008","Female","F",364,48768,746.4
,"85+ years","85+","Oregon","41","2008","2008","Male","M",208,25211,825.0
,"85+ years","85+","Oregon","41","2009","2009","Female","F",395,50301,785.3
,"85+ years","85+","Oregon","41","2009","2009","Male","M",173,26035,664.5
,"85+ years","85+","Oregon","41","2010","2010","Female","F",381,51201,744.1
,"85+ years","85+","Oregon","41","2010","2010","Male","M",191,26671,716.1
,"85+ years","85+","Oregon","41","2011","2011","Female","F",394,52814,746.0
,"85+ years","85+","Oregon","41","2011","2011","Male","M",211,28183,748.7
,"85+ years","85+","Oregon","41","2012","2012","Female","F",392,53284,735.7
,"85+ years","85+","Oregon","41","2012","2012","Male","M",222,28849,769.5
,"85+ years","85+","Oregon","41","2013","2013","Female","F",402,53484,751.6
,"85+ years","85+","Oregon","41","2013","2013","Male","M",231,29338,787.4
,"85+ years","85+","Oregon","41","2014","2014","Female","F",431,53701,802.6
,"85+ years","85+","Oregon","41","2014","2014","Male","M",265,29839,888.1
,"85+ years","85+","Oregon","41","2015","2015","Female","F",501,53944,928.7
,"85+ years","85+","Oregon","41","2015","2015","Male","M",255,30385,839.2
,"85+ years","85+","Oregon","41","2016","2016","Female","F",489,54365,899.5
,"85+ years","85+","Oregon","41","2016","2016","Male","M",283,30889,916.2
,"85+ years","85+","Oregon","41","2017","2017","Female","F",492,52869,930.6
,"85+ years","85+","Oregon","41","2017","2017","Male","M",272,30566,889.9
,"85+ years","85+","Oregon","41","2018","2018","Female","F",505,53013,952.6
,"85+ years","85+","Oregon","41","2018","2018","Male","M",295,31012,951.2
,"85+ years","85+","Oregon","41","2019","2019","Female","F",521,52741,987.8
,"85+ years","85+","Oregon","41","2019","2019","Male","M",274,31797,861.7
,"85+ years","85+","Oregon","41","2020","2020","Female","F",469,52332,896.2
,"85+ years","85+","Oregon","41","2020","2020","Male","M",307,32165,954.5
,"85+ years","85+","Pennsylvania","42","1999","1999","Female","F",1437,168803,851.3
,"85+ years","85+","Pennsylvania","42","1999","1999","Male","M",524,63432,826.1
,"85+ years","85+","Pennsylvania","42","2000","2000","Female","F",1440,171917,837.6
,"85+ years","85+","Pennsylvania","42","2000","2000","Male","M",533,65650,811.9
,"85+ years","85+","Pennsylvania","42","2001","2001","Female","F",1536,174118,882.2
,"85+ years","85+","Pennsylvania","42","2001","2001","Male","M",570,67359,846.2
,"85+ years","85+","Pennsylvania","42","2002","2002","Female","F",1547,176344,877.3
,"85+ years","85+","Pennsylvania","42","2002","2002","Male","M",550,69343,793.2
,"85+ years","85+","Pennsylvania","42","2003","2003","Female","F",1445,180053,802.5
,"85+ years","85+","Pennsylvania","42","2003","2003","Male","M",614,72401,848.1
,"85+ years","85+","Pennsylvania","42","2004","2004","Female","F",1526,182261,837.3
,"85+ years","85+","Pennsylvania","42","2004","2004","Male","M",619,74226,833.9
,"85+ years","85+","Pennsylvania","42","2005","2005","Female","F",1580,186799,845.8
,"85+ years","85+","Pennsylvania","42","2005","2005","Male","M",645,77846,828.6
,"85+ years","85+","Pennsylvania","42","2006","2006","Female","F",1617,192572,839.7
,"85+ years","85+","Pennsylvania","42","2006","2006","Male","M",675,82492,818.3
,"85+ years","85+","Pennsylvania","42","2007","2007","Female","F",1473,198134,743.4
,"85+ years","85+","Pennsylvania","42","2007","2007","Male","M",641,86420,741.7
,"85+ years","85+","Pennsylvania","42","2008","2008","Female","F",1534,202278,758.4
,"85+ years","85+","Pennsylvania","42","2008","2008","Male","M",659,89189,738.9
,"85+ years","85+","Pennsylvania","42","2009","2009","Female","F",1532,206807,740.8
,"85+ years","85+","Pennsylvania","42","2009","2009","Male","M",665,92632,717.9
,"85+ years","85+","Pennsylvania","42","2010","2010","Female","F",1497,210280,711.9
,"85+ years","85+","Pennsylvania","42","2010","2010","Male","M",722,95396,756.8
,"85+ years","85+","Pennsylvania","42","2011","2011","Female","F",1542,216269,713.0
,"85+ years","85+","Pennsylvania","42","2011","2011","Male","M",761,100070,760.5
,"85+ years","85+","Pennsylvania","42","2012","2012","Female","F",1551,218951,708.4
,"85+ years","85+","Pennsylvania","42","2012","2012","Male","M",738,103101,715.8
,"85+ years","85+","Pennsylvania","42","2013","2013","Female","F",1723,222541,774.2
,"85+ years","85+","Pennsylvania","42","2013","2013","Male","M",844,106854,789.9
,"85+ years","85+","Pennsylvania","42","2014","2014","Female","F",1787,222839,801.9
,"85+ years","85+","Pennsylvania","42","2014","2014","Male","M",939,108390,866.3
,"85+ years","85+","Pennsylvania","42","2015","2015","Female","F",1898,223738,848.3
,"85+ years","85+","Pennsylvania","42","2015","2015","Male","M",1022,110090,928.3
,"85+ years","85+","Pennsylvania","42","2016","2016","Female","F",2007,223628,897.5
,"85+ years","85+","Pennsylvania","42","2016","2016","Male","M",1151,110840,1038.4
,"85+ years","85+","Pennsylvania","42","2017","2017","Female","F",2123,223440,950.1
,"85+ years","85+","Pennsylvania","42","2017","2017","Male","M",1196,111989,1068.0
,"85+ years","85+","Pennsylvania","42","2018","2018","Female","F",2317,221788,1044.7
,"85+ years","85+","Pennsylvania","42","2018","2018","Male","M",1349,112455,1199.6
,"85+ years","85+","Pennsylvania","42","2019","2019","Female","F",2298,219285,1048.0
,"85+ years","85+","Pennsylvania","42","2019","2019","Male","M",1334,112827,1182.3
,"85+ years","85+","Pennsylvania","42","2020","2020","Female","F",2227,216682,1027.8
,"85+ years","85+","Pennsylvania","42","2020","2020","Male","M",1369,111958,1222.8
,"85+ years","85+","Rhode Island","44","1999","1999","Female","F",45,15222,295.6
,"85+ years","85+","Rhode Island","44","1999","1999","Male","M",12,5280,Unreliable
,"85+ years","85+","Rhode Island","44","2000","2000","Female","F",58,15475,374.8
,"85+ years","85+","Rhode Island","44","2000","2000","Male","M",24,5422,442.6
,"85+ years","85+","Rhode Island","44","2001","2001","Female","F",53,15685,337.9
,"85+ years","85+","Rhode Island","44","2001","2001","Male","M",12,5604,Unreliable
,"85+ years","85+","Rhode Island","44","2002","2002","Female","F",53,16021,330.8
,"85+ years","85+","Rhode Island","44","2002","2002","Male","M",19,5875,Unreliable
,"85+ years","85+","Rhode Island","44","2003","2003","Female","F",51,16345,312.0
,"85+ years","85+","Rhode Island","44","2003","2003","Male","M",19,6201,Unreliable
,"85+ years","85+","Rhode Island","44","2004","2004","Female","F",52,16805,309.4
,"85+ years","85+","Rhode Island","44","2004","2004","Male","M",23,6469,355.5
,"85+ years","85+","Rhode Island","44","2005","2005","Female","F",66,16932,389.8
,"85+ years","85+","Rhode Island","44","2005","2005","Male","M",20,6667,300.0
,"85+ years","85+","Rhode Island","44","2006","2006","Female","F",76,17426,436.1
,"85+ years","85+","Rhode Island","44","2006","2006","Male","M",33,7130,462.8
,"85+ years","85+","Rhode Island","44","2007","2007","Female","F",69,17646,391.0
,"85+ years","85+","Rhode Island","44","2007","2007","Male","M",38,7385,514.6
,"85+ years","85+","Rhode Island","44","2008","2008","Female","F",92,17989,511.4
,"85+ years","85+","Rhode Island","44","2008","2008","Male","M",37,7694,480.9
,"85+ years","85+","Rhode Island","44","2009","2009","Female","F",74,18378,402.7
,"85+ years","85+","Rhode Island","44","2009","2009","Male","M",41,7969,514.5
,"85+ years","85+","Rhode Island","44","2010","2010","Female","F",88,18593,473.3
,"85+ years","85+","Rhode Island","44","2010","2010","Male","M",48,8157,588.5
,"85+ years","85+","Rhode Island","44","2011","2011","Female","F",94,18985,495.1
,"85+ years","85+","Rhode Island","44","2011","2011","Male","M",53,8523,621.8
,"85+ years","85+","Rhode Island","44","2012","2012","Female","F",99,18985,521.5
,"85+ years","85+","Rhode Island","44","2012","2012","Male","M",61,8579,711.0
,"85+ years","85+","Rhode Island","44","2013","2013","Female","F",108,19483,554.3
,"85+ years","85+","Rhode Island","44","2013","2013","Male","M",54,8845,610.5
,"85+ years","85+","Rhode Island","44","2014","2014","Female","F",111,19338,574.0
,"85+ years","85+","Rhode Island","44","2014","2014","Male","M",64,8971,713.4
,"85+ years","85+","Rhode Island","44","2015","2015","Female","F",134,19416,690.2
,"85+ years","85+","Rhode Island","44","2015","2015","Male","M",67,8997,744.7
,"85+ years","85+","Rhode Island","44","2016","2016","Female","F",115,19390,593.1
,"85+ years","85+","Rhode Island","44","2016","2016","Male","M",61,8970,680.0
,"85+ years","85+","Rhode Island","44","2017","2017","Female","F",135,19034,709.3
,"85+ years","85+","Rhode Island","44","2017","2017","Male","M",74,8830,838.1
,"85+ years","85+","Rhode Island","44","2018","2018","Female","F",137,18915,724.3
,"85+ years","85+","Rhode Island","44","2018","2018","Male","M",62,8937,693.7
,"85+ years","85+","Rhode Island","44","2019","2019","Female","F",127,18534,685.2
,"85+ years","85+","Rhode Island","44","2019","2019","Male","M",83,8978,924.5
,"85+ years","85+","Rhode Island","44","2020","2020","Female","F",146,18176,803.3
,"85+ years","85+","Rhode Island","44","2020","2020","Male","M",68,8781,774.4
,"85+ years","85+","South Carolina","45","1999","1999","Female","F",320,36051,887.6
,"85+ years","85+","South Carolina","45","1999","1999","Male","M",106,12602,841.1
,"85+ years","85+","South Carolina","45","2000","2000","Female","F",306,37133,824.1
,"85+ years","85+","South Carolina","45","2000","2000","Male","M",98,13136,746.0
,"85+ years","85+","South Carolina","45","2001","2001","Female","F",355,37816,938.8
,"85+ years","85+","South Carolina","45","2001","2001","Male","M",105,13595,772.3
,"85+ years","85+","South Carolina","45","2002","2002","Female","F",357,38249,933.4
,"85+ years","85+","South Carolina","45","2002","2002","Male","M",121,13962,866.6
,"85+ years","85+","South Carolina","45","2003","2003","Female","F",340,38718,878.1
,"85+ years","85+","South Carolina","45","2003","2003","Male","M",117,14588,802.0
,"85+ years","85+","South Carolina","45","2004","2004","Female","F",316,39906,791.9
,"85+ years","85+","South Carolina","45","2004","2004","Male","M",136,15252,891.7
,"85+ years","85+","South Carolina","45","2005","2005","Female","F",391,41156,950.0
,"85+ years","85+","South Carolina","45","2005","2005","Male","M",153,16157,947.0
,"85+ years","85+","South Carolina","45","2006","2006","Female","F",351,43307,810.5
,"85+ years","85+","South Carolina","45","2006","2006","Male","M",164,17249,950.8
,"85+ years","85+","South Carolina","45","2007","2007","Female","F",325,45171,719.5
,"85+ years","85+","South Carolina","45","2007","2007","Male","M",135,18520,728.9
,"85+ years","85+","South Carolina","45","2008","2008","Female","F",358,46889,763.5
,"85+ years","85+","South Carolina","45","2008","2008","Male","M",165,19706,837.3
,"85+ years","85+","South Carolina","45","2009","2009","Female","F",380,48221,788.0
,"85+ years","85+","South Carolina","45","2009","2009","Male","M",153,20713,738.7
,"85+ years","85+","South Carolina","45","2010","2010","Female","F",346,49306,701.7
,"85+ years","85+","South Carolina","45","2010","2010","Male","M",164,21411,766.0
,"85+ years","85+","South Carolina","45","2011","2011","Female","F",368,51077,720.5
,"85+ years","85+","South Carolina","45","2011","2011","Male","M",165,22527,732.5
,"85+ years","85+","South Carolina","45","2012","2012","Female","F",391,52475,745.1
,"85+ years","85+","South Carolina","45","2012","2012","Male","M",185,23628,783.0
,"85+ years","85+","South Carolina","45","2013","2013","Female","F",375,53791,697.1
,"85+ years","85+","South Carolina","45","2013","2013","Male","M",187,24935,749.9
,"85+ years","85+","South Carolina","45","2014","2014","Female","F",462,54305,850.8
,"85+ years","85+","South Carolina","45","2014","2014","Male","M",215,26079,824.4
,"85+ years","85+","South Carolina","45","2015","2015","Female","F",425,55050,772.0
,"85+ years","85+","South Carolina","45","2015","2015","Male","M",228,27206,838.1
,"85+ years","85+","South Carolina","45","2016","2016","Female","F",447,55963,798.7
,"85+ years","85+","South Carolina","45","2016","2016","Male","M",249,28185,883.4
,"85+ years","85+","South Carolina","45","2017","2017","Female","F",493,56766,868.5
,"85+ years","85+","South Carolina","45","2017","2017","Male","M",276,29607,932.2
,"85+ years","85+","South Carolina","45","2018","2018","Female","F",537,57987,926.1
,"85+ years","85+","South Carolina","45","2018","2018","Male","M",286,30988,922.9
,"85+ years","85+","South Carolina","45","2019","2019","Female","F",642,58999,1088.2
,"85+ years","85+","South Carolina","45","2019","2019","Male","M",354,32411,1092.2
,"85+ years","85+","South Carolina","45","2020","2020","Female","F",616,60356,1020.6
,"85+ years","85+","South Carolina","45","2020","2020","Male","M",347,33938,1022.5
,"85+ years","85+","South Dakota","46","1999","1999","Female","F",102,11249,906.7
,"85+ years","85+","South Dakota","46","1999","1999","Male","M",33,4601,717.2
,"85+ years","85+","South Dakota","46","2000","2000","Female","F",123,11350,1083.7
,"85+ years","85+","South Dakota","46","2000","2000","Male","M",43,4736,907.9
,"85+ years","85+","South Dakota","46","2001","2001","Female","F",108,11434,944.6
,"85+ years","85+","South Dakota","46","2001","2001","Male","M",46,4829,952.6
,"85+ years","85+","South Dakota","46","2002","2002","Female","F",97,11572,838.2
,"85+ years","85+","South Dakota","46","2002","2002","Male","M",38,4904,774.9
,"85+ years","85+","South Dakota","46","2003","2003","Female","F",78,11792,661.5
,"85+ years","85+","South Dakota","46","2003","2003","Male","M",52,5045,1030.7
,"85+ years","85+","South Dakota","46","2004","2004","Female","F",86,11914,721.8
,"85+ years","85+","South Dakota","46","2004","2004","Male","M",31,5211,594.9
,"85+ years","85+","South Dakota","46","2005","2005","Female","F",63,12026,523.9
,"85+ years","85+","South Dakota","46","2005","2005","Male","M",19,5426,Unreliable
,"85+ years","85+","South Dakota","46","2006","2006","Female","F",64,12310,519.9
,"85+ years","85+","South Dakota","46","2006","2006","Male","M",21,5546,378.7
,"85+ years","85+","South Dakota","46","2007","2007","Female","F",58,12538,462.6
,"85+ years","85+","South Dakota","46","2007","2007","Male","M",24,5696,421.3
,"85+ years","85+","South Dakota","46","2008","2008","Female","F",46,12672,363.0
,"85+ years","85+","South Dakota","46","2008","2008","Male","M",40,5839,685.0
,"85+ years","85+","South Dakota","46","2009","2009","Female","F",82,12814,639.9
,"85+ years","85+","South Dakota","46","2009","2009","Male","M",28,6117,457.7
,"85+ years","85+","South Dakota","46","2010","2010","Female","F",70,12929,541.4
,"85+ years","85+","South Dakota","46","2010","2010","Male","M",31,6297,492.3
,"85+ years","85+","South Dakota","46","2011","2011","Female","F",49,13335,367.5
,"85+ years","85+","South Dakota","46","2011","2011","Male","M",18,6530,Unreliable
,"85+ years","85+","South Dakota","46","2012","2012","Female","F",59,13501,437.0
,"85+ years","85+","South Dakota","46","2012","2012","Male","M",28,6670,419.8
,"85+ years","85+","South Dakota","46","2013","2013","Female","F",67,13726,488.1
,"85+ years","85+","South Dakota","46","2013","2013","Male","M",25,6894,362.6
,"85+ years","85+","South Dakota","46","2014","2014","Female","F",62,13823,448.5
,"85+ years","85+","South Dakota","46","2014","2014","Male","M",23,7048,326.3
,"85+ years","85+","South Dakota","46","2015","2015","Female","F",70,14048,498.3
,"85+ years","85+","South Dakota","46","2015","2015","Male","M",26,7320,355.2
,"85+ years","85+","South Dakota","46","2016","2016","Female","F",93,14181,655.8
,"85+ years","85+","South Dakota","46","2016","2016","Male","M",24,7335,327.2
,"85+ years","85+","South Dakota","46","2017","2017","Female","F",81,13674,592.4
,"85+ years","85+","South Dakota","46","2017","2017","Male","M",38,7107,534.7
,"85+ years","85+","South Dakota","46","2018","2018","Female","F",89,13796,645.1
,"85+ years","85+","South Dakota","46","2018","2018","Male","M",40,7195,555.9
,"85+ years","85+","South Dakota","46","2019","2019","Female","F",89,13747,647.4
,"85+ years","85+","South Dakota","46","2019","2019","Male","M",53,7238,732.2
,"85+ years","85+","South Dakota","46","2020","2020","Female","F",93,13608,683.4
,"85+ years","85+","South Dakota","46","2020","2020","Male","M",46,7248,634.7
,"85+ years","85+","Tennessee","47","1999","1999","Female","F",413,58916,701.0
,"85+ years","85+","Tennessee","47","1999","1999","Male","M",129,21451,601.4
,"85+ years","85+","Tennessee","47","2000","2000","Female","F",370,59622,620.6
,"85+ years","85+","Tennessee","47","2000","2000","Male","M",140,21843,640.9
,"85+ years","85+","Tennessee","47","2001","2001","Female","F",375,60060,624.4
,"85+ years","85+","Tennessee","47","2001","2001","Male","M",100,22288,448.7
,"85+ years","85+","Tennessee","47","2002","2002","Female","F",345,59731,577.6
,"85+ years","85+","Tennessee","47","2002","2002","Male","M",118,22289,529.4
,"85+ years","85+","Tennessee","47","2003","2003","Female","F",397,59757,664.4
,"85+ years","85+","Tennessee","47","2003","2003","Male","M",117,22562,518.6
,"85+ years","85+","Tennessee","47","2004","2004","Female","F",399,60291,661.8
,"85+ years","85+","Tennessee","47","2004","2004","Male","M",119,23177,513.4
,"85+ years","85+","Tennessee","47","2005","2005","Female","F",427,61645,692.7
,"85+ years","85+","Tennessee","47","2005","2005","Male","M",155,24110,642.9
,"85+ years","85+","Tennessee","47","2006","2006","Female","F",403,63865,631.0
,"85+ years","85+","Tennessee","47","2006","2006","Male","M",146,25385,575.1
,"85+ years","85+","Tennessee","47","2007","2007","Female","F",458,65565,698.5
,"85+ years","85+","Tennessee","47","2007","2007","Male","M",139,26613,522.3
,"85+ years","85+","Tennessee","47","2008","2008","Female","F",439,66570,659.5
,"85+ years","85+","Tennessee","47","2008","2008","Male","M",136,27702,490.9
