disease_category,age_group,state,gender,changepoint_year,slope1,slope2,change_in_slope,slope2_p_value,significance_label,mean_rate_last_5y,n_years_used,first_year
heart_failure,65-74 years,Tennessee,Female,2010,-0.0029466,0.0070044,0.0099510,0.0000000,significant_increase,0.156324791,27,1999
heart_failure,55-64 years,Oklahoma,Female,2016,0.0004706,0.0071062,0.0066357,0.0000000,significant_increase,0.104944842,27,1999
heart_failure,65-74 years,Kansas,Male,2015,-0.0002548,0.0071220,0.0073768,0.0000062,significant_increase,0.182005678,27,1999
ischemic,65-74 years,Mississippi,Male,2010,-0.1090706,0.0071528,0.1162235,0.1179837,no_significant_change,1.354816865,27,1999
heart_failure,65-74 years,Indiana,Female,2014,-0.0038328,0.0072222,0.0110550,0.0000000,significant_increase,0.157284094,27,1999
heart_failure,75-84 years,Kentucky,Male,2010,-0.0199501,0.0072652,0.0272152,0.0077392,significant_increase,0.691288124,27,1999
heart_failure,65-74 years,Illinois,Male,2011,-0.0018949,0.0072702,0.0091651,0.0000000,significant_increase,0.20463858,27,1999
ischemic,55-64 years,Montana,Total,2009,-0.0132817,0.0073517,0.0206334,0.0002463,significant_increase,0.412689179,27,1999
heart_failure,65-74 years,North Carolina,Total,2011,-0.0014006,0.0073643,0.0087649,0.0000000,significant_increase,0.174855428,27,1999
heart_failure,55-64 years,Mississippi,Male,2011,0.0001220,0.0074706,0.0073486,0.0000000,significant_increase,0.209981918,27,1999
heart_failure,65-74 years,Iowa,Total,2012,0.0002500,0.0074784,0.0072284,0.0000000,significant_increase,0.126667011,24,1999
heart_failure,65-74 years,Mississippi,Total,2011,-0.0046542,0.0074884,0.0121426,0.0000001,significant_increase,0.347381125,27,1999
heart_failure,65-74 years,Rhode Island,Male,2021,0.0001687,0.0076187,0.0074500,0.0607507,no_significant_change,0.112453153,14,1999
heart_failure,75-84 years,Colorado,Male,2009,-0.0162956,0.0076191,0.0239147,0.0007559,significant_increase,0.372158726,27,1999
heart_failure,75-84 years,Colorado,Total,2010,-0.0144358,0.0076201,0.0220559,0.0000380,significant_increase,0.349437864,27,1999
heart_failure,65-74 years,South Carolina,Total,2012,-0.0039900,0.0076242,0.0116142,0.0000000,significant_increase,0.19793698,27,1999
ischemic,55-64 years,West Virginia,Total,2009,-0.0307720,0.0076277,0.0383996,0.0004630,significant_increase,0.503584879,27,1999
heart_failure,75-84 years,Colorado,Female,2011,-0.0133525,0.0078450,0.0211975,0.0000207,significant_increase,0.330366919,27,1999
ischemic,75-84 years,Montana,Total,2009,-0.1066131,0.0078472,0.1144603,0.1693405,no_significant_change,1.731934781,27,1999
heart_failure,65-74 years,Alabama,Total,2010,-0.0078126,0.0078539,0.0156665,0.0000000,significant_increase,0.306530318,27,1999
heart_failure,65-74 years,Georgia,Total,2011,-0.0048332,0.0078663,0.0126994,0.0000000,significant_increase,0.23708232,27,1999
heart_failure,65-74 years,Arkansas,Female,2008,-0.0130048,0.0079312,0.0209360,0.0000000,significant_increase,0.20267151,27,1999
heart_failure,65-74 years,Rhode Island,Total,2021,-0.0019537,0.0082363,0.0101900,0.0111412,significant_increase,0.093771523,10,2014
heart_failure,65-74 years,Tennessee,Total,2010,-0.0018816,0.0082701,0.0101518,0.0000000,significant_increase,0.181223189,27,1999
heart_failure,75-84 years,Oregon,Female,2012,-0.0082025,0.0083303,0.0165328,0.0002240,significant_increase,0.401820205,27,1999
heart_failure,65-74 years,Alabama,Male,2008,-0.0117681,0.0083720,0.0201401,0.0000001,significant_increase,0.384254312,27,1999
ischemic,55-64 years,New Mexico,Total,2010,-0.0121752,0.0086427,0.0208179,0.0000015,significant_increase,0.413037547,27,1999
heart_failure,75-84 years,Wisconsin,Total,2012,-0.0086310,0.0087805,0.0174115,0.0000017,significant_increase,0.485349153,27,1999
ischemic,85+ years,Louisiana,Total,2013,-0.4169200,0.0087938,0.4257138,0.6290239,no_significant_change,4.63134845,27,1999
heart_failure,65-74 years,Arizona,Male,2013,-0.0024402,0.0088514,0.0112915,0.0000000,significant_increase,0.140214049,27,1999
heart_failure,75-84 years,Oregon,Total,2010,-0.0095395,0.0088840,0.0184235,0.0000000,significant_increase,0.461293709,27,1999
heart_failure,65-74 years,North Carolina,Male,2011,-0.0004827,0.0089339,0.0094165,0.0000000,significant_increase,0.215969998,27,1999
heart_failure,75-84 years,New Jersey,Total,2011,-0.0065768,0.0089845,0.0155614,0.0000000,significant_increase,0.405948173,27,1999
heart_failure,75-84 years,Washington,Female,2014,-0.0011605,0.0090062,0.0101666,0.0000454,significant_increase,0.302321642,27,1999
heart_failure,65-74 years,Missouri,Male,2009,-0.0028239,0.0090118,0.0118357,0.0000000,significant_increase,0.237572076,27,1999
heart_failure,75-84 years,Florida,Female,2012,0.0021132,0.0092334,0.0071202,0.0000000,significant_increase,0.287117006,27,1999
ischemic,55-64 years,West Virginia,Male,2009,-0.0427132,0.0092390,0.0519523,0.0094762,significant_increase,0.70407435,27,1999
heart_failure,75-84 years,Michigan,Female,2011,-0.0085739,0.0092593,0.0178333,0.0000000,significant_increase,0.51911604,27,1999
heart_failure,75-84 years,California,Female,2014,-0.0007814,0.0092886,0.0100699,0.0000013,significant_increase,0.374877028,27,1999
heart_failure,65-74 years,West Virginia,Male,2017,-0.0007308,0.0093536,0.0100844,0.0013861,significant_increase,0.182428,27,1999
heart_failure,65-74 years,Tennessee,Male,2009,-0.0016317,0.0093549,0.0109866,0.0000000,significant_increase,0.209792837,27,1999
heart_failure,65-74 years,Iowa,Male,2012,0.0001053,0.0093587,0.0092535,0.0000000,significant_increase,0.149846577,27,1999
heart_failure,65-74 years,West Virginia,Total,2017,-0.0028283,0.0093925,0.0122209,0.0000106,significant_increase,0.163688267,27,1999
heart_failure,75-84 years,Vermont,Total,2015,-0.0059695,0.0093964,0.0153659,0.0143446,significant_increase,0.274548455,14,1999
ischemic,85+ years,Maine,Total,2011,-0.4194663,0.0094240,0.4288903,0.6094849,no_significant_change,5.67876445,27,1999
heart_failure,65-74 years,Arkansas,Total,2007,-0.0197473,0.0094268,0.0291741,0.0000000,significant_increase,0.257314593,27,1999
heart_failure,75-84 years,Georgia,Female,2011,-0.0096129,0.0094311,0.0190439,0.0000452,significant_increase,0.65477342,27,1999
heart_failure,65-74 years,West Virginia,Female,2017,-0.0047247,0.0094485,0.0141732,0.0001756,significant_increase,0.1465562,27,1999
heart_failure,65-74 years,New Hampshire,Male,2019,0.0005914,0.0095989,0.0090075,0.0005050,significant_increase,0.130077114,24,1999
heart_failure,65-74 years,Mississippi,Male,2009,-0.0088775,0.0098161,0.0186936,0.0000020,significant_increase,0.430426616,27,1999
ischemic,75-84 years,Montana,Male,2009,-0.1527202,0.0098238,0.1625440,0.3130834,no_significant_change,2.34217357,27,1999
heart_failure,55-64 years,Oklahoma,Total,2016,0.0008028,0.0099141,0.0091113,0.0000000,significant_increase,0.143197659,27,1999
heart_failure,65-74 years,Indiana,Total,2014,-0.0045208,0.0100146,0.0145354,0.0000000,significant_increase,0.196557087,27,1999
ischemic,85+ years,Utah,Male,2010,-0.2963875,0.0100416,0.3064291,0.6308437,no_significant_change,5.898991667,27,1999
heart_failure,65-74 years,Maine,Female,2021,-0.0008309,0.0101309,0.0109618,0.0006308,significant_increase,0.070190889,23,1999
heart_failure,75-84 years,New Hampshire,Male,2004,0.0302773,0.0101475,-0.0201298,0.0001224,significant_increase,0.533474098,27,1999
heart_failure,85+ years,Kentucky,Total,2010,-0.0799566,0.0103503,0.0903069,0.2049873,no_significant_change,2.733330143,27,1999
heart_failure,65-74 years,Georgia,Male,2011,-0.0042006,0.0105454,0.0147460,0.0000000,significant_increase,0.300534233,27,1999
heart_failure,85+ years,Hawaii,Female,2003,-0.0742822,0.0106228,0.0849050,0.0191766,significant_increase,1.199472562,27,1999
heart_failure,75-84 years,Oregon,Male,2009,-0.0111407,0.0106844,0.0218250,0.0000001,significant_increase,0.531317353,27,1999
heart_failure,65-74 years,South Carolina,Male,2011,-0.0060613,0.0108388,0.0169001,0.0000000,significant_increase,0.259835054,27,1999
ischemic,55-64 years,Montana,Male,2009,-0.0195895,0.0109547,0.0305442,0.0003023,significant_increase,0.618897775,27,1999
heart_failure,65-74 years,Arkansas,Male,2006,-0.0305614,0.0109809,0.0415423,0.0000000,significant_increase,0.319346185,27,1999
heart_failure,75-84 years,Connecticut,Female,2012,-0.0027364,0.0110857,0.0138222,0.0000000,significant_increase,0.395854893,27,1999
ischemic,65-74 years,West Virginia,Male,2011,-0.0958798,0.0112194,0.1070992,0.0355370,significant_increase,1.315231725,27,1999
heart_failure,85+ years,Hawaii,Total,2003,-0.0630974,0.0113874,0.0744848,0.0054745,significant_increase,1.256621971,27,1999
heart_failure,75-84 years,Wisconsin,Female,2012,-0.0096099,0.0113966,0.0210066,0.0000006,significant_increase,0.462192344,27,1999
heart_failure,75-84 years,California,Total,2013,0.0000404,0.0115663,0.0115260,0.0000000,significant_increase,0.433317235,27,1999
ischemic,55-64 years,New Mexico,Male,2010,-0.0165718,0.0115744,0.0281462,0.0000050,significant_increase,0.619932477,27,1999
heart_failure,75-84 years,Minnesota,Female,2015,-0.0073646,0.0116232,0.0189879,0.0000002,significant_increase,0.330067269,27,1999
heart_failure,75-84 years,New Jersey,Male,2010,-0.0088640,0.0116541,0.0205181,0.0000000,significant_increase,0.493854932,27,1999
heart_failure,75-84 years,Florida,Total,2012,0.0039230,0.0116604,0.0077374,0.0000000,significant_increase,0.339015713,27,1999
heart_failure,75-84 years,Michigan,Total,2011,-0.0066634,0.0117025,0.0183659,0.0000000,significant_increase,0.587632229,27,1999
heart_failure,75-84 years,Washington,Total,2013,-0.0003158,0.0117085,0.0120243,0.0000001,significant_increase,0.339192184,27,1999
heart_failure,65-74 years,Indiana,Male,2013,-0.0063189,0.0118648,0.0181837,0.0000000,significant_increase,0.240087285,27,1999
heart_failure,75-84 years,Illinois,Female,2011,-0.0058547,0.0122326,0.0180873,0.0000000,significant_increase,0.537998359,27,1999
heart_failure,75-84 years,Florida,Male,2005,-0.0019596,0.0123699,0.0143295,0.0000000,significant_increase,0.401545691,27,1999
ischemic,65-74 years,New Mexico,Total,2009,-0.0535835,0.0123744,0.0659579,0.0000008,significant_increase,0.81514668,27,1999
heart_failure,55-64 years,Oklahoma,Male,2016,0.0011522,0.0127878,0.0116356,0.0000001,significant_increase,0.183007598,27,1999
heart_failure,75-84 years,Georgia,Total,2011,-0.0097189,0.0131456,0.0228645,0.0000000,significant_increase,0.74455913,27,1999
heart_failure,75-84 years,Louisiana,Female,2011,-0.0023380,0.0135866,0.0159245,0.0000636,significant_increase,0.790318728,27,1999
heart_failure,75-84 years,Virginia,Female,2014,-0.0072761,0.0136114,0.0208875,0.0000000,significant_increase,0.508126844,27,1999
heart_failure,85+ years,Kentucky,Female,2011,-0.0818280,0.0136694,0.0954974,0.1642658,no_significant_change,2.739965381,27,1999
heart_failure,85+ years,Kentucky,Male,2009,-0.0723113,0.0138563,0.0861675,0.2178288,no_significant_change,2.724321264,27,1999
heart_failure,75-84 years,Michigan,Male,2011,-0.0042882,0.0142569,0.0185451,0.0000000,significant_increase,0.672408358,27,1999
heart_failure,75-84 years,Idaho,Male,2010,-0.0050693,0.0142615,0.0193308,0.0000231,significant_increase,0.518253431,27,1999
heart_failure,75-84 years,Nevada,Total,2012,-0.0280143,0.0142732,0.0422875,0.0016339,significant_increase,0.450468905,27,1999
heart_failure,75-84 years,California,Male,2012,0.0007830,0.0143802,0.0135972,0.0000000,significant_increase,0.507089649,27,1999
heart_failure,75-84 years,Pennsylvania,Female,2012,-0.0060094,0.0143845,0.0203938,0.0000000,significant_increase,0.509404621,27,1999
heart_failure,75-84 years,Washington,Male,2011,-0.0004712,0.0144427,0.0149139,0.0000000,significant_increase,0.38312,27,1999
heart_failure,75-84 years,Delaware,Male,2014,-0.0064136,0.0146054,0.0210190,0.0058307,significant_increase,0.43718022,27,1999
heart_failure,75-84 years,Rhode Island,Male,2004,0.0009954,0.0146378,0.0136424,0.0000022,significant_increase,0.45460253,27,1999
heart_failure,75-84 years,North Dakota,Female,2003,-0.0440107,0.0147423,0.0587530,0.0000043,significant_increase,0.413120086,24,1999
heart_failure,75-84 years,Arizona,Female,2013,-0.0072329,0.0148246,0.0220575,0.0000000,significant_increase,0.341087635,27,1999
heart_failure,75-84 years,Connecticut,Total,2012,-0.0035726,0.0149168,0.0184894,0.0000000,significant_increase,0.465931184,27,1999
ischemic,85+ years,Minnesota,Total,2011,-0.2845725,0.0149170,0.2994895,0.1442928,no_significant_change,4.089438847,27,1999
heart_failure,75-84 years,Kansas,Total,2018,-0.0029763,0.0150468,0.0180231,0.0024234,significant_increase,0.565189363,27,1999
heart_failure,75-84 years,Nevada,Female,2013,-0.0266257,0.0150779,0.0417036,0.0026417,significant_increase,0.385557674,27,1999
heart_failure,65-74 years,Oklahoma,Female,2015,-0.0006038,0.0151110,0.0157147,0.0000009,significant_increase,0.274641567,27,1999
heart_failure,75-84 years,Virginia,Male,2012,-0.0075895,0.0151437,0.0227331,0.0000005,significant_increase,0.666250754,27,1999
heart_failure,75-84 years,Rhode Island,Total,2010,0.0039873,0.0151791,0.0111918,0.0000001,significant_increase,0.42382476,27,1999
heart_failure,75-84 years,Illinois,Total,2011,-0.0047667,0.0151879,0.0199545,0.0000000,significant_increase,0.616087258,27,1999
heart_failure,75-84 years,Idaho,Total,2011,-0.0054082,0.0152577,0.0206659,0.0000033,significant_increase,0.504299167,27,1999
heart_failure,75-84 years,Idaho,Female,2011,-0.0072265,0.0155144,0.0227409,0.0000293,significant_increase,0.491662631,27,1999
heart_failure,75-84 years,Virginia,Total,2014,-0.0060056,0.0156184,0.0216241,0.0000000,significant_increase,0.577858917,27,1999
heart_failure,75-84 years,Kansas,Male,2018,-0.0014000,0.0157556,0.0171556,0.0051451,significant_increase,0.635668417,27,1999
heart_failure,75-84 years,Arkansas,Female,2006,-0.0678808,0.0157982,0.0836790,0.0000000,significant_increase,0.740570808,27,1999
heart_failure,75-84 years,Rhode Island,Female,2012,0.0020990,0.0159108,0.0138118,0.0000038,significant_increase,0.399560162,27,1999
heart_failure,75-84 years,Pennsylvania,Total,2011,-0.0075390,0.0160608,0.0235998,0.0000000,significant_increase,0.569994642,27,1999
heart_failure,75-84 years,Georgia,Male,2010,-0.0136182,0.0163374,0.0299555,0.0000000,significant_increase,0.862565902,27,1999
heart_failure,75-84 years,Nevada,Male,2012,-0.0278793,0.0163870,0.0442662,0.0039939,significant_increase,0.523403004,27,1999
heart_failure,75-84 years,Vermont,Male,2018,-0.0034087,0.0165145,0.0199233,0.0050914,significant_increase,0.310692677,18,1999
heart_failure,75-84 years,Maine,Female,2021,-0.0022710,0.0169447,0.0192158,0.0622442,no_significant_change,0.328380375,27,1999
heart_failure,75-84 years,Delaware,Total,2015,-0.0074384,0.0170104,0.0244487,0.0001239,significant_increase,0.395210427,27,1999
heart_failure,75-84 years,Missouri,Female,2010,-0.0059826,0.0171105,0.0230931,0.0000000,significant_increase,0.623383549,27,1999
heart_failure,75-84 years,North Dakota,Total,2003,-0.0572474,0.0171776,0.0744250,0.0000000,significant_increase,0.482185311,23,1999
heart_failure,65-74 years,Utah,Male,2021,0.0003852,0.0172203,0.0168351,0.0028212,significant_increase,0.160743253,27,1999
heart_failure,75-84 years,Illinois,Male,2010,-0.0057021,0.0177369,0.0234390,0.0000000,significant_increase,0.717702599,27,1999
heart_failure,75-84 years,Texas,Female,2016,-0.0056006,0.0178640,0.0234646,0.0000000,significant_increase,0.521591593,27,1999
heart_failure,75-84 years,Ohio,Female,2009,-0.0190781,0.0181930,0.0372711,0.0000000,significant_increase,0.559743636,27,1999
heart_failure,75-84 years,Texas,Male,2014,-0.0029919,0.0182748,0.0212667,0.0000000,significant_increase,0.668548384,27,1999
heart_failure,75-84 years,Nebraska,Male,2011,-0.0207397,0.0184073,0.0391470,0.0000265,significant_increase,0.665192233,27,1999
heart_failure,75-84 years,Louisiana,Total,2011,0.0034423,0.0184257,0.0149834,0.0000036,significant_increase,0.92306995,27,1999
heart_failure,75-84 years,Arizona,Total,2013,-0.0062215,0.0187435,0.0249650,0.0000000,significant_increase,0.398692326,27,1999
heart_failure,75-84 years,Ohio,Total,2008,-0.0216896,0.0187960,0.0404857,0.0000000,significant_increase,0.601631153,27,1999
heart_failure,75-84 years,North Dakota,Male,2003,-0.0718852,0.0190210,0.0909062,0.0000002,significant_increase,0.560804719,25,1999
heart_failure,75-84 years,Pennsylvania,Male,2011,-0.0086050,0.0192903,0.0278954,0.0000000,significant_increase,0.648122328,27,1999
heart_failure,75-84 years,Alabama,Female,2012,-0.0206180,0.0197905,0.0404085,0.0000001,significant_increase,0.902813359,27,1999
heart_failure,75-84 years,Texas,Total,2016,-0.0036205,0.0198886,0.0235091,0.0000000,significant_increase,0.586557225,27,1999
heart_failure,75-84 years,Alabama,Total,2010,-0.0247772,0.0198967,0.0446740,0.0000000,significant_increase,1.012436139,27,1999
heart_failure,75-84 years,South Carolina,Female,2013,-0.0118030,0.0199206,0.0317236,0.0000000,significant_increase,0.593788755,27,1999
heart_failure,75-84 years,Nebraska,Female,2013,-0.0176279,0.0199704,0.0375984,0.0000006,significant_increase,0.513930023,27,1999
ischemic,75-84 years,Montana,Female,2013,-0.0628439,0.0203497,0.0831936,0.0096792,significant_increase,1.15827954,27,1999
heart_failure,75-84 years,North Carolina,Female,2012,-0.0061090,0.0208498,0.0269588,0.0000000,significant_increase,0.554797866,27,1999
heart_failure,75-84 years,Missouri,Total,2009,-0.0078449,0.0209974,0.0288423,0.0000000,significant_increase,0.720125445,27,1999
heart_failure,75-84 years,Iowa,Male,2007,-0.0076544,0.0210026,0.0286570,0.0000000,significant_increase,0.509790333,27,1999
heart_failure,75-84 years,Ohio,Male,2008,-0.0208998,0.0211143,0.0420141,0.0000000,significant_increase,0.656006161,27,1999
heart_failure,65-74 years,Oklahoma,Total,2016,0.0006325,0.0215404,0.0209080,0.0000002,significant_increase,0.340846237,27,1999
heart_failure,75-84 years,Iowa,Total,2009,-0.0018404,0.0216528,0.0234932,0.0000000,significant_increase,0.489908276,27,1999
heart_failure,75-84 years,Arkansas,Total,2006,-0.0720119,0.0219283,0.0939402,0.0000000,significant_increase,0.858930873,27,1999
heart_failure,75-84 years,Alabama,Male,2008,-0.0367944,0.0220205,0.0588149,0.0000000,significant_increase,1.156778267,27,1999
heart_failure,75-84 years,Indiana,Female,2014,-0.0129730,0.0220345,0.0350074,0.0000000,significant_increase,0.616542295,27,1999
heart_failure,75-84 years,South Carolina,Total,2013,-0.0090765,0.0223635,0.0314400,0.0000000,significant_increase,0.668767898,27,1999
heart_failure,75-84 years,Connecticut,Male,2014,-0.0027414,0.0226948,0.0254363,0.0000000,significant_increase,0.555820402,27,1999
heart_failure,75-84 years,New Mexico,Female,2020,-0.0021478,0.0230995,0.0252472,0.0015472,significant_increase,0.390617139,27,1999
heart_failure,75-84 years,Arizona,Male,2013,-0.0051884,0.0233042,0.0284926,0.0000000,significant_increase,0.465432095,27,1999
heart_failure,85+ years,District of Columbia,Female,2011,-0.0480875,0.0233820,0.0714695,0.0749262,no_significant_change,1.313908093,27,1999
heart_failure,75-84 years,North Carolina,Total,2012,-0.0046541,0.0234059,0.0280601,0.0000000,significant_increase,0.621403065,27,1999
heart_failure,85+ years,Maine,Female,2008,-0.0333005,0.0236832,0.0569837,0.0039596,significant_increase,2.277056418,27,1999
heart_failure,75-84 years,Delaware,Female,2017,-0.0076090,0.0237740,0.0313830,0.0003267,significant_increase,0.360801326,27,1999
heart_failure,75-84 years,Nebraska,Total,2014,-0.0148686,0.0237909,0.0386596,0.0000000,significant_increase,0.582135548,27,1999
heart_failure,75-84 years,Louisiana,Male,2011,0.0113859,0.0238134,0.0124275,0.0000182,significant_increase,1.096372077,27,1999
heart_failure,75-84 years,Iowa,Female,2012,0.0023401,0.0241599,0.0218198,0.0000000,significant_increase,0.473721117,27,1999
heart_failure,75-84 years,North Carolina,Male,2011,-0.0048230,0.0247139,0.0295370,0.0000000,significant_increase,0.706977077,27,1999
heart_failure,75-84 years,Indiana,Total,2014,-0.0135501,0.0248626,0.0384127,0.0000000,significant_increase,0.686841747,27,1999
heart_failure,75-84 years,Tennessee,Female,2012,-0.0036432,0.0250646,0.0287078,0.0000000,significant_increase,0.590366482,27,1999
heart_failure,75-84 years,West Virginia,Male,2021,-0.0057732,0.0251266,0.0308998,0.0949565,no_significant_change,0.542256004,27,1999
heart_failure,85+ years,New York,Male,2009,-0.0031023,0.0259498,0.0290521,0.0000007,significant_increase,1.987665263,27,1999
ischemic,65-74 years,New Mexico,Male,2010,-0.0710953,0.0263298,0.0974251,0.0000000,significant_increase,1.212236336,27,1999
heart_failure,75-84 years,Utah,Female,2018,0.0001983,0.0264056,0.0262074,0.0101985,significant_increase,0.757092207,27,1999
heart_failure,75-84 years,Missouri,Male,2009,-0.0085440,0.0269359,0.0354799,0.0000000,significant_increase,0.843135783,27,1999
heart_failure,65-74 years,Oklahoma,Male,2016,0.0013305,0.0270827,0.0257522,0.0000004,significant_increase,0.415146234,27,1999
heart_failure,75-84 years,West Virginia,Total,2020,-0.0080711,0.0274036,0.0354748,0.0021904,significant_increase,0.527484517,27,1999
heart_failure,85+ years,New York,Total,2010,-0.0159390,0.0277907,0.0437297,0.0000000,significant_increase,1.896512984,27,1999
heart_failure,75-84 years,Indiana,Male,2014,-0.0152156,0.0281946,0.0434102,0.0000000,significant_increase,0.777290734,27,1999
heart_failure,75-84 years,West Virginia,Female,2019,-0.0107562,0.0282160,0.0389722,0.0028020,significant_increase,0.515041366,27,1999
heart_failure,75-84 years,Tennessee,Total,2011,-0.0070184,0.0293559,0.0363743,0.0000000,significant_increase,0.645971784,27,1999
heart_failure,75-84 years,Kansas,Female,2021,-0.0033067,0.0295737,0.0328804,0.0186740,significant_increase,0.508186293,27,1999
heart_failure,75-84 years,South Carolina,Male,2015,-0.0034849,0.0297106,0.0331956,0.0000000,significant_increase,0.761213772,27,1999
heart_failure,85+ years,Maryland,Female,2010,-0.0731408,0.0297234,0.1028642,0.0000000,significant_increase,1.526916553,27,1999
heart_failure,85+ years,New York,Female,2011,-0.0197524,0.0299691,0.0497215,0.0000000,significant_increase,1.847878617,27,1999
ischemic,85+ years,Louisiana,Female,2014,-0.3999734,0.0310179,0.4309912,0.1121707,no_significant_change,3.95747321,27,1999
heart_failure,75-84 years,New Mexico,Male,2018,-0.0071915,0.0311908,0.0383823,0.0000196,significant_increase,0.451633557,27,1999
heart_failure,85+ years,Maryland,Total,2010,-0.0615723,0.0318444,0.0934167,0.0000000,significant_increase,1.5889419,27,1999
ischemic,85+ years,Maine,Male,2011,-0.4163039,0.0318446,0.4481485,0.2161050,no_significant_change,7.321812016,27,1999
heart_failure,85+ years,Maine,Total,2008,-0.0321251,0.0319526,0.0640777,0.0000074,significant_increase,2.390721712,27,1999
heart_failure,75-84 years,Arkansas,Male,2007,-0.0650507,0.0319690,0.0970198,0.0000000,significant_increase,1.008042272,27,1999
heart_failure,75-84 years,New Mexico,Total,2020,-0.0035699,0.0337579,0.0373278,0.0000094,significant_increase,0.418650121,27,1999
ischemic,85+ years,Minnesota,Male,2010,-0.3769580,0.0341977,0.4111557,0.0221200,significant_increase,6.049426967,27,1999
heart_failure,85+ years,Maryland,Male,2010,-0.0331605,0.0345916,0.0677521,0.0000147,significant_increase,1.705081543,27,1999
heart_failure,75-84 years,Tennessee,Male,2010,-0.0130304,0.0349333,0.0479636,0.0000000,significant_increase,0.716371374,27,1999
heart_failure,75-84 years,District of Columbia,Female,2021,-0.0028860,0.0354556,0.0383416,0.0077566,significant_increase,0.289543885,22,1999
heart_failure,75-84 years,Alaska,Total,2021,-0.0092749,0.0358272,0.0451021,0.0476223,significant_increase,0.397373403,13,2004
heart_failure,75-84 years,Alaska,Male,2021,-0.0094358,0.0393980,0.0488338,0.1263324,no_significant_change,0.466614061,18,2004
ischemic,85+ years,Delaware,Male,2017,-0.3737190,0.0400827,0.4138016,0.5895888,no_significant_change,7.149708249,27,1999
heart_failure,75-84 years,District of Columbia,Male,2021,-0.0063723,0.0400899,0.0464622,0.1316452,no_significant_change,0.385692498,16,1999
heart_failure,85+ years,Maine,Male,2004,-0.0962294,0.0404953,0.1367247,0.0000097,significant_increase,2.585951826,27,1999
heart_failure,75-84 years,District of Columbia,Total,2021,-0.0047428,0.0407087,0.0454514,0.0553720,no_significant_change,0.335244242,13,1999
ischemic,85+ years,Oklahoma,Total,2018,-0.4030980,0.0433048,0.4464028,0.4863661,no_significant_change,6.26365652,27,1999
heart_failure,75-84 years,Oklahoma,Female,2017,-0.0053207,0.0473309,0.0526516,0.0000006,significant_increase,0.85875611,27,1999
heart_failure,75-84 years,Utah,Male,2020,0.0011026,0.0483044,0.0472018,0.0033540,significant_increase,0.78462834,27,1999
heart_failure,75-84 years,Oklahoma,Total,2016,-0.0061806,0.0512718,0.0574524,0.0000002,significant_increase,0.97426493,27,1999
heart_failure,85+ years,Florida,Male,2011,0.0218214,0.0514204,0.0295990,0.0000000,significant_increase,1.788324871,27,1999
heart_failure,85+ years,Minnesota,Male,2012,-0.0490204,0.0522841,0.1013045,0.0000007,significant_increase,2.542733707,27,1999
ischemic,85+ years,Montana,Female,2011,-0.2096968,0.0522914,0.2619882,0.0003822,significant_increase,4.002425688,27,1999
heart_failure,75-84 years,Utah,Total,2021,0.0018452,0.0526944,0.0508492,0.0015787,significant_increase,0.76987757,27,1999
heart_failure,85+ years,Nevada,Male,2012,-0.1129153,0.0530872,0.1660025,0.0268475,significant_increase,2.141819675,27,1999
heart_failure,85+ years,Colorado,Male,2010,-0.0400518,0.0552858,0.0953376,0.0000018,significant_increase,2.433991546,27,1999
heart_failure,85+ years,Minnesota,Total,2012,-0.0468569,0.0558677,0.1027246,0.0000000,significant_increase,2.558063491,27,1999
heart_failure,85+ years,Massachusetts,Female,2010,-0.0693800,0.0564619,0.1258419,0.0000000,significant_increase,2.868733418,27,1999
heart_failure,85+ years,Wyoming,Total,2017,-0.0673981,0.0566138,0.1240119,0.0924165,no_significant_change,2.407981192,27,1999
heart_failure,85+ years,Massachusetts,Male,2008,-0.0448413,0.0576981,0.1025394,0.0000000,significant_increase,3.08028011,27,1999
heart_failure,85+ years,Minnesota,Female,2012,-0.0461366,0.0578180,0.1039546,0.0000000,significant_increase,2.567416617,27,1999
heart_failure,85+ years,Florida,Total,2011,0.0077855,0.0578401,0.0500547,0.0000000,significant_increase,1.80737811,27,1999
heart_failure,85+ years,Arkansas,Female,2005,-0.3331940,0.0584811,0.3916751,0.0000171,significant_increase,3.77949676,27,1999
heart_failure,85+ years,Massachusetts,Total,2010,-0.0566303,0.0595192,0.1161495,0.0000000,significant_increase,2.942288211,27,1999
heart_failure,85+ years,Alaska,Total,2013,-0.1050186,0.0607277,0.1657463,0.0014956,significant_increase,2.256339556,17,2006
heart_failure,85+ years,Nevada,Total,2011,-0.1577891,0.0615690,0.2193581,0.0010412,significant_increase,2.179636405,27,1999
heart_failure,85+ years,Florida,Female,2011,-0.0000801,0.0616561,0.0617363,0.0000000,significant_increase,1.820564057,27,1999
heart_failure,75-84 years,Oklahoma,Male,2016,-0.0060197,0.0634360,0.0694557,0.0000022,significant_increase,1.12101367,27,1999
heart_failure,85+ years,Colorado,Total,2012,-0.0357139,0.0653994,0.1011133,0.0000001,significant_increase,2.575934402,27,1999
heart_failure,85+ years,Arkansas,Total,2005,-0.3195163,0.0662296,0.3857460,0.0000002,significant_increase,3.778282562,27,1999
heart_failure,85+ years,Alaska,Male,2013,-0.0963925,0.0665695,0.1629620,0.0106194,significant_increase,2.282177052,17,2006
heart_failure,85+ years,West Virginia,Male,2018,-0.0371293,0.0669143,0.1040437,0.0095541,significant_increase,2.440275439,27,1999
