"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"55-64 years","55-64","District of Columbia","11","2000","2000","Male","M",69,22727,303.6
,"55-64 years","55-64","District of Columbia","11","2001","2001","Female","F",48,27777,172.8
,"55-64 years","55-64","District of Columbia","11","2001","2001","Male","M",87,23313,373.2
,"55-64 years","55-64","District of Columbia","11","2002","2002","Female","F",47,29055,161.8
,"55-64 years","55-64","District of Columbia","11","2002","2002","Male","M",90,24507,367.2
,"55-64 years","55-64","District of Columbia","11","2003","2003","Female","F",52,29981,173.4
,"55-64 years","55-64","District of Columbia","11","2003","2003","Male","M",89,25100,354.6
,"55-64 years","55-64","District of Columbia","11","2004","2004","Female","F",41,30978,132.4
,"55-64 years","55-64","District of Columbia","11","2004","2004","Male","M",82,25756,318.4
,"55-64 years","55-64","District of Columbia","11","2005","2005","Female","F",42,31726,132.4
,"55-64 years","55-64","District of Columbia","11","2005","2005","Male","M",89,26523,335.6
,"55-64 years","55-64","District of Columbia","11","2006","2006","Female","F",51,32512,156.9
,"55-64 years","55-64","District of Columbia","11","2006","2006","Male","M",88,27333,322.0
,"55-64 years","55-64","District of Columbia","11","2007","2007","Female","F",47,33204,141.5
,"55-64 years","55-64","District of Columbia","11","2007","2007","Male","M",95,27694,343.0
,"55-64 years","55-64","District of Columbia","11","2008","2008","Female","F",46,33411,137.7
,"55-64 years","55-64","District of Columbia","11","2008","2008","Male","M",95,28213,336.7
,"55-64 years","55-64","District of Columbia","11","2009","2009","Female","F",30,33928,88.4
,"55-64 years","55-64","District of Columbia","11","2009","2009","Male","M",62,28822,215.1
,"55-64 years","55-64","District of Columbia","11","2010","2010","Female","F",47,34585,135.9
,"55-64 years","55-64","District of Columbia","11","2010","2010","Male","M",93,29392,316.4
,"55-64 years","55-64","District of Columbia","11","2011","2011","Female","F",34,36039,94.3
,"55-64 years","55-64","District of Columbia","11","2011","2011","Male","M",70,30713,227.9
,"55-64 years","55-64","District of Columbia","11","2012","2012","Female","F",42,36526,115.0
,"55-64 years","55-64","District of Columbia","11","2012","2012","Male","M",80,31012,258.0
,"55-64 years","55-64","District of Columbia","11","2013","2013","Female","F",49,36782,133.2
,"55-64 years","55-64","District of Columbia","11","2013","2013","Male","M",77,31822,242.0
,"55-64 years","55-64","District of Columbia","11","2014","2014","Female","F",41,36775,111.5
,"55-64 years","55-64","District of Columbia","11","2014","2014","Male","M",94,32225,291.7
,"55-64 years","55-64","District of Columbia","11","2015","2015","Female","F",51,36934,138.1
,"55-64 years","55-64","District of Columbia","11","2015","2015","Male","M",68,32755,207.6
,"55-64 years","55-64","District of Columbia","11","2016","2016","Female","F",49,36915,132.7
,"55-64 years","55-64","District of Columbia","11","2016","2016","Male","M",74,33129,223.4
,"55-64 years","55-64","District of Columbia","11","2017","2017","Female","F",36,36983,97.3
,"55-64 years","55-64","District of Columbia","11","2017","2017","Male","M",66,33144,199.1
,"55-64 years","55-64","District of Columbia","11","2018","2018","Female","F",46,36838,124.9
,"55-64 years","55-64","District of Columbia","11","2018","2018","Male","M",103,33464,307.8
,"55-64 years","55-64","District of Columbia","11","2019","2019","Female","F",36,36356,99.0
,"55-64 years","55-64","District of Columbia","11","2019","2019","Male","M",83,33520,247.6
,"55-64 years","55-64","District of Columbia","11","2020","2020","Female","F",50,36253,137.9
,"55-64 years","55-64","District of Columbia","11","2020","2020","Male","M",85,33546,253.4
,"55-64 years","55-64","Florida","12","1999","1999","Female","F",841,800611,105.0
,"55-64 years","55-64","Florida","12","1999","1999","Male","M",2167,708839,305.7
,"55-64 years","55-64","Florida","12","2000","2000","Female","F",801,826309,96.9
,"55-64 years","55-64","Florida","12","2000","2000","Male","M",2095,732704,285.9
,"55-64 years","55-64","Florida","12","2001","2001","Female","F",862,861219,100.1
,"55-64 years","55-64","Florida","12","2001","2001","Male","M",2152,766856,280.6
,"55-64 years","55-64","Florida","12","2002","2002","Female","F",744,915817,81.2
,"55-64 years","55-64","Florida","12","2002","2002","Male","M",2194,818394,268.1
,"55-64 years","55-64","Florida","12","2003","2003","Female","F",808,963062,83.9
,"55-64 years","55-64","Florida","12","2003","2003","Male","M",2176,862008,252.4
,"55-64 years","55-64","Florida","12","2004","2004","Female","F",778,1015190,76.6
,"55-64 years","55-64","Florida","12","2004","2004","Male","M",2244,908588,247.0
,"55-64 years","55-64","Florida","12","2005","2005","Female","F",780,1067296,73.1
,"55-64 years","55-64","Florida","12","2005","2005","Male","M",2162,956321,226.1
,"55-64 years","55-64","Florida","12","2006","2006","Female","F",815,1112385,73.3
,"55-64 years","55-64","Florida","12","2006","2006","Male","M",2147,995923,215.6
,"55-64 years","55-64","Florida","12","2007","2007","Female","F",790,1145603,69.0
,"55-64 years","55-64","Florida","12","2007","2007","Male","M",2009,1026194,195.8
,"55-64 years","55-64","Florida","12","2008","2008","Female","F",751,1170297,64.2
,"55-64 years","55-64","Florida","12","2008","2008","Male","M",2083,1047537,198.8
,"55-64 years","55-64","Florida","12","2009","2009","Female","F",720,1201143,59.9
,"55-64 years","55-64","Florida","12","2009","2009","Male","M",2090,1073456,194.7
,"55-64 years","55-64","Florida","12","2010","2010","Female","F",790,1234791,64.0
,"55-64 years","55-64","Florida","12","2010","2010","Male","M",2118,1102877,192.0
,"55-64 years","55-64","Florida","12","2011","2011","Female","F",799,1284822,62.2
,"55-64 years","55-64","Florida","12","2011","2011","Male","M",2042,1148847,177.7
,"55-64 years","55-64","Florida","12","2012","2012","Female","F",807,1302461,62.0
,"55-64 years","55-64","Florida","12","2012","2012","Male","M",2134,1161317,183.8
,"55-64 years","55-64","Florida","12","2013","2013","Female","F",812,1324118,61.3
,"55-64 years","55-64","Florida","12","2013","2013","Male","M",2101,1182200,177.7
,"55-64 years","55-64","Florida","12","2014","2014","Female","F",835,1360343,61.4
,"55-64 years","55-64","Florida","12","2014","2014","Male","M",2275,1213403,187.5
,"55-64 years","55-64","Florida","12","2015","2015","Female","F",893,1401456,63.7
,"55-64 years","55-64","Florida","12","2015","2015","Male","M",2220,1252207,177.3
,"55-64 years","55-64","Florida","12","2016","2016","Female","F",881,1438830,61.2
,"55-64 years","55-64","Florida","12","2016","2016","Male","M",2313,1288333,179.5
,"55-64 years","55-64","Florida","12","2017","2017","Female","F",887,1476572,60.1
,"55-64 years","55-64","Florida","12","2017","2017","Male","M",2374,1321056,179.7
,"55-64 years","55-64","Florida","12","2018","2018","Female","F",887,1503801,59.0
,"55-64 years","55-64","Florida","12","2018","2018","Male","M",2456,1350800,181.8
,"55-64 years","55-64","Florida","12","2019","2019","Female","F",886,1523362,58.2
,"55-64 years","55-64","Florida","12","2019","2019","Male","M",2464,1374993,179.2
,"55-64 years","55-64","Florida","12","2020","2020","Female","F",957,1543278,62.0
,"55-64 years","55-64","Florida","12","2020","2020","Male","M",2548,1399141,182.1
,"55-64 years","55-64","Georgia","13","1999","1999","Female","F",433,334480,129.5
,"55-64 years","55-64","Georgia","13","1999","1999","Male","M",966,308354,313.3
,"55-64 years","55-64","Georgia","13","2000","2000","Female","F",397,343541,115.6
,"55-64 years","55-64","Georgia","13","2000","2000","Male","M",931,317915,292.8
,"55-64 years","55-64","Georgia","13","2001","2001","Female","F",390,359271,108.6
,"55-64 years","55-64","Georgia","13","2001","2001","Male","M",920,332781,276.5
,"55-64 years","55-64","Georgia","13","2002","2002","Female","F",402,385685,104.2
,"55-64 years","55-64","Georgia","13","2002","2002","Male","M",955,356990,267.5
,"55-64 years","55-64","Georgia","13","2003","2003","Female","F",435,408845,106.4
,"55-64 years","55-64","Georgia","13","2003","2003","Male","M",965,378497,255.0
,"55-64 years","55-64","Georgia","13","2004","2004","Female","F",376,431527,87.1
,"55-64 years","55-64","Georgia","13","2004","2004","Male","M",925,397981,232.4
,"55-64 years","55-64","Georgia","13","2005","2005","Female","F",385,456830,84.3
,"55-64 years","55-64","Georgia","13","2005","2005","Male","M",891,419233,212.5
,"55-64 years","55-64","Georgia","13","2006","2006","Female","F",316,481445,65.6
,"55-64 years","55-64","Georgia","13","2006","2006","Male","M",927,438605,211.4
,"55-64 years","55-64","Georgia","13","2007","2007","Female","F",320,505671,63.3
,"55-64 years","55-64","Georgia","13","2007","2007","Male","M",865,457816,188.9
,"55-64 years","55-64","Georgia","13","2008","2008","Female","F",345,524068,65.8
,"55-64 years","55-64","Georgia","13","2008","2008","Male","M",804,473199,169.9
,"55-64 years","55-64","Georgia","13","2009","2009","Female","F",357,545615,65.4
,"55-64 years","55-64","Georgia","13","2009","2009","Male","M",865,490869,176.2
,"55-64 years","55-64","Georgia","13","2010","2010","Female","F",391,563228,69.4
,"55-64 years","55-64","Georgia","13","2010","2010","Male","M",869,506329,171.6
,"55-64 years","55-64","Georgia","13","2011","2011","Female","F",353,587909,60.0
,"55-64 years","55-64","Georgia","13","2011","2011","Male","M",886,528046,167.8
,"55-64 years","55-64","Georgia","13","2012","2012","Female","F",326,598223,54.5
,"55-64 years","55-64","Georgia","13","2012","2012","Male","M",855,536288,159.4
,"55-64 years","55-64","Georgia","13","2013","2013","Female","F",368,608900,60.4
,"55-64 years","55-64","Georgia","13","2013","2013","Male","M",964,546288,176.5
,"55-64 years","55-64","Georgia","13","2014","2014","Female","F",360,621319,57.9
,"55-64 years","55-64","Georgia","13","2014","2014","Male","M",967,557884,173.3
,"55-64 years","55-64","Georgia","13","2015","2015","Female","F",419,636377,65.8
,"55-64 years","55-64","Georgia","13","2015","2015","Male","M",958,572795,167.3
,"55-64 years","55-64","Georgia","13","2016","2016","Female","F",415,650104,63.8
,"55-64 years","55-64","Georgia","13","2016","2016","Male","M",936,586707,159.5
,"55-64 years","55-64","Georgia","13","2017","2017","Female","F",431,663673,64.9
,"55-64 years","55-64","Georgia","13","2017","2017","Male","M",964,599889,160.7
,"55-64 years","55-64","Georgia","13","2018","2018","Female","F",427,674890,63.3
,"55-64 years","55-64","Georgia","13","2018","2018","Male","M",1011,610792,165.5
,"55-64 years","55-64","Georgia","13","2019","2019","Female","F",411,685205,60.0
,"55-64 years","55-64","Georgia","13","2019","2019","Male","M",963,622328,154.7
,"55-64 years","55-64","Georgia","13","2020","2020","Female","F",420,692868,60.6
,"55-64 years","55-64","Georgia","13","2020","2020","Male","M",1023,630343,162.3
,"55-64 years","55-64","Hawaii","15","1999","1999","Female","F",49,53218,92.1
,"55-64 years","55-64","Hawaii","15","1999","1999","Male","M",129,50424,255.8
,"55-64 years","55-64","Hawaii","15","2000","2000","Female","F",50,54763,91.3
,"55-64 years","55-64","Hawaii","15","2000","2000","Male","M",122,52198,233.7
,"55-64 years","55-64","Hawaii","15","2001","2001","Female","F",49,57612,85.1
,"55-64 years","55-64","Hawaii","15","2001","2001","Male","M",95,55214,172.1
,"55-64 years","55-64","Hawaii","15","2002","2002","Female","F",51,60961,83.7
,"55-64 years","55-64","Hawaii","15","2002","2002","Male","M",112,59189,189.2
,"55-64 years","55-64","Hawaii","15","2003","2003","Female","F",44,64706,68.0
,"55-64 years","55-64","Hawaii","15","2003","2003","Male","M",108,63073,171.2
,"55-64 years","55-64","Hawaii","15","2004","2004","Female","F",33,69024,47.8
,"55-64 years","55-64","Hawaii","15","2004","2004","Male","M",115,67717,169.8
,"55-64 years","55-64","Hawaii","15","2005","2005","Female","F",35,72788,48.1
,"55-64 years","55-64","Hawaii","15","2005","2005","Male","M",115,71880,160.0
,"55-64 years","55-64","Hawaii","15","2006","2006","Female","F",44,76452,57.6
,"55-64 years","55-64","Hawaii","15","2006","2006","Male","M",131,75481,173.6
,"55-64 years","55-64","Hawaii","15","2007","2007","Female","F",33,80192,41.2
,"55-64 years","55-64","Hawaii","15","2007","2007","Male","M",125,79144,157.9
,"55-64 years","55-64","Hawaii","15","2008","2008","Female","F",42,83355,50.4
,"55-64 years","55-64","Hawaii","15","2008","2008","Male","M",132,82148,160.7
,"55-64 years","55-64","Hawaii","15","2009","2009","Female","F",26,86320,30.1
,"55-64 years","55-64","Hawaii","15","2009","2009","Male","M",123,84759,145.1
,"55-64 years","55-64","Hawaii","15","2010","2010","Female","F",27,88535,30.5
,"55-64 years","55-64","Hawaii","15","2010","2010","Male","M",113,87027,129.8
,"55-64 years","55-64","Hawaii","15","2011","2011","Female","F",45,90635,49.6
,"55-64 years","55-64","Hawaii","15","2011","2011","Male","M",131,88961,147.3
,"55-64 years","55-64","Hawaii","15","2012","2012","Female","F",48,91718,52.3
,"55-64 years","55-64","Hawaii","15","2012","2012","Male","M",148,89482,165.4
,"55-64 years","55-64","Hawaii","15","2013","2013","Female","F",45,91114,49.4
,"55-64 years","55-64","Hawaii","15","2013","2013","Male","M",129,88232,146.2
,"55-64 years","55-64","Hawaii","15","2014","2014","Female","F",42,91498,45.9
,"55-64 years","55-64","Hawaii","15","2014","2014","Male","M",139,88291,157.4
,"55-64 years","55-64","Hawaii","15","2015","2015","Female","F",36,91504,39.3
,"55-64 years","55-64","Hawaii","15","2015","2015","Male","M",134,87939,152.4
,"55-64 years","55-64","Hawaii","15","2016","2016","Female","F",39,93987,41.5
,"55-64 years","55-64","Hawaii","15","2016","2016","Male","M",112,90419,123.9
,"55-64 years","55-64","Hawaii","15","2017","2017","Female","F",44,93250,47.2
,"55-64 years","55-64","Hawaii","15","2017","2017","Male","M",127,89822,141.4
,"55-64 years","55-64","Hawaii","15","2018","2018","Female","F",52,92015,56.5
,"55-64 years","55-64","Hawaii","15","2018","2018","Male","M",140,88712,157.8
,"55-64 years","55-64","Hawaii","15","2019","2019","Female","F",33,91237,36.2
,"55-64 years","55-64","Hawaii","15","2019","2019","Male","M",126,87900,143.3
,"55-64 years","55-64","Hawaii","15","2020","2020","Female","F",35,90136,38.8
,"55-64 years","55-64","Hawaii","15","2020","2020","Male","M",122,86739,140.7
,"55-64 years","55-64","Idaho","16","1999","1999","Female","F",44,52413,83.9
,"55-64 years","55-64","Idaho","16","1999","1999","Male","M",126,52239,241.2
,"55-64 years","55-64","Idaho","16","2000","2000","Female","F",39,53805,72.5
,"55-64 years","55-64","Idaho","16","2000","2000","Male","M",139,53724,258.7
,"55-64 years","55-64","Idaho","16","2001","2001","Female","F",36,56208,64.0
,"55-64 years","55-64","Idaho","16","2001","2001","Male","M",123,56484,217.8
,"55-64 years","55-64","Idaho","16","2002","2002","Female","F",39,60095,64.9
,"55-64 years","55-64","Idaho","16","2002","2002","Male","M",145,60386,240.1
,"55-64 years","55-64","Idaho","16","2003","2003","Female","F",42,63684,66.0
,"55-64 years","55-64","Idaho","16","2003","2003","Male","M",148,64226,230.4
,"55-64 years","55-64","Idaho","16","2004","2004","Female","F",45,67470,66.7
,"55-64 years","55-64","Idaho","16","2004","2004","Male","M",127,67913,187.0
,"55-64 years","55-64","Idaho","16","2005","2005","Female","F",45,72107,62.4
,"55-64 years","55-64","Idaho","16","2005","2005","Male","M",124,72124,171.9
,"55-64 years","55-64","Idaho","16","2006","2006","Female","F",44,76728,57.3
,"55-64 years","55-64","Idaho","16","2006","2006","Male","M",142,76489,185.6
,"55-64 years","55-64","Idaho","16","2007","2007","Female","F",35,81018,43.2
,"55-64 years","55-64","Idaho","16","2007","2007","Male","M",146,80612,181.1
,"55-64 years","55-64","Idaho","16","2008","2008","Female","F",37,84512,43.8
,"55-64 years","55-64","Idaho","16","2008","2008","Male","M",134,83736,160.0
